"","p1","p2","p3","q1","q2","q3","exp","warp_failed","warp_passed"
"1",16.685264299158,11.251097114291,10.3976685460657,14.7702437429689,2.9717854061164,24.7708372492343,537.440222147545,1,0
"2",11.6735237231478,24.9550033221021,12.0031039486639,26.3075387128629,9.09545924048871,10.5102587817237,660.234621509062,0,1
"3",12.5911197764799,11.1707492731512,16.7691888590343,15.3789659729227,7.48476735781878,10.6713673565537,456.199036711721,0,1
"4",11.58567662118,18.8871652353555,23.6617529368959,2.23776367027313,16.7223628121428,11.8143053795211,621.311210808184,0,1
"5",7.32566330814734,23.358708161395,4.11955507239327,4.77187837706879,13.2892481633462,10.0223667779937,386.664535767463,0,1
"6",8.48494229838252,2.72950632032007,23.3662193524651,2.31818728381768,5.63405693974346,29.6582937100902,728.050075815915,1,0
"7",2.1552036004141,25.6542696990073,27.5107858423144,14.4009518343955,25.8813808578998,17.5645267381333,1178.21884146855,0,1
"8",15.9456005645916,29.503141741734,7.71183681674302,17.2749284491874,25.7363586779684,7.29220925364643,1090.99887462251,0,1
"9",17.5780651182868,15.2360569336452,18.1158724380657,10.6063275947236,17.2284314199351,25.8353616320528,916.96219483503,0,1
"10",1.41970064956695,6.83730775723234,15.7695612567477,6.33270341204479,16.7153207422234,23.8264666032046,499.011259954114,0,1
"11",21.9919007644057,15.1508371951059,7.50288002891466,1.27039131475613,10.8536515873857,15.5137228919193,308.77782955886,0,1
"12",22.239159650635,21.3659689505585,1.60325798671693,25.1629672315903,12.5175755890086,11.8300070939586,846.019930274367,0,1
"13",10.101051167585,12.1822799672373,18.7866389541887,28.9177704812028,20.8523223618977,19.8941230634227,919.872415565547,0,1
"14",8.23672207770869,23.4429418528453,20.2085639443249,11.164425930474,22.8388119069859,3.7602303782478,703.356069114233,0,1
"15",4.83185578370467,29.3004340818152,11.0468970634975,29.4579487270676,16.1183549277484,27.2675558365881,915.83323850071,0,1
"16",21.4864702918567,21.0542257991619,24.5172859635204,22.3410827131011,2.60913987876847,16.7921895626932,946.663343614341,0,1
"17",2.91832305025309,18.5146111948416,13.8104863394983,26.5728252427652,14.3914779019542,9.40408429596573,473.875683995071,0,1
"18",14.1180954873562,19.0460245893337,7.62875632848591,10.6018366268836,12.9139872640371,11.1866311286576,480.97794383407,0,1
"19",1.26398567575961,1.60450333496556,7.32017995789647,11.7969152214937,4.28731683874503,10.6915311212651,100.05407785705,0,1
"20",23.9017890533432,9.32173487031832,5.31892965082079,28.0959825078025,2.40765406284481,7.61416108114645,734.486947121838,1,0
"21",2.84180205082521,20.7493338407949,26.2578805116937,13.8994373450987,26.0212916065939,3.10235956683755,660.885302876838,0,1
"22",6.19666195241734,10.854709551204,13.0180445965379,27.2653105622157,11.5591245191172,1.95764483883977,319.909559719141,0,1
"23",26.9976558582857,0.941308569163084,18.0768968886696,20.1266641798429,28.2863312819973,12.7796450466849,801.015244911335,0,1
"24",28.544783773832,17.4266063352115,11.1935585411265,14.2046941397712,16.836120353546,10.4292451380752,815.60673039948,1,0
"25",13.8265348481946,9.59494387032464,17.4794571753591,15.642131853383,4.48364131618291,20.2443959307857,613.157819647481,1,0
"26",5.21428313339129,26.5576471877284,6.80054996861145,6.50314854690805,25.9232011134736,29.0205334452912,919.724074740705,0,1
"27",6.27497320761904,3.45281944843009,20.249315709807,8.21140305139124,7.08917754236609,9.71771159442142,272.780994288388,0,1
"28",6.65498695336282,6.62074748659506,9.19045193586498,6.53839613310993,17.6202862244099,12.713546231389,277.015642269091,0,1
"29",0.863419244997203,29.2562057473697,7.04900396056473,25.0218210183084,10.2080227970146,22.343995787669,477.755251837501,0,1
"30",13.2359723048285,0.437042349949479,8.12669998733327,15.3938391432166,12.3084211279638,18.454028153792,359.102080222202,0,1
"31",17.3983708815649,19.6548908972181,24.0288231312297,25.7521397829987,5.9388493699953,15.1882805186324,929.729221610504,1,0
"32",4.55901350593194,17.7971327234991,27.8125803940929,20.6242403551005,8.6709049413912,16.9311486231163,719.242368648032,0,1
"33",19.635944548063,10.7761608506553,5.79262688057497,18.9003477897495,22.8391101630405,7.27693008491769,659.396646759345,0,1
"34",15.5480638006702,14.7360601765104,13.8478817953728,13.1964904465713,21.945746212732,15.5294676544145,743.623944640866,0,1
"35",3.04567633196712,25.473396840971,13.227090316359,19.7368939686567,18.9679170004092,9.26189829362556,665.797433055622,0,1
"36",28.8494764454663,15.0028966320679,7.8699023486115,27.4784948886372,2.3868407565169,10.9245916642249,914.52518578974,1,0
"37",25.8541677310131,24.4399824785069,8.00087141571566,10.7100220606662,13.7289394182153,1.98577213799581,628.321653125995,0,1
"38",25.3996026632376,10.8460854319856,2.96435591066256,29.4247863488272,26.2853020196781,16.4099715859629,1081.11550928649,0,1
"39",8.43569774413481,18.0505812121555,22.7626892155968,3.65604977589101,0.529622838366777,25.6843983312137,625.047307805691,0,1
"40",18.3709825063124,5.74159629642963,26.6742887813598,6.52869586832821,29.4290627748705,16.8010913603939,737.06551821084,0,1
"41",12.7885453007184,28.6374631128274,10.4452331573702,3.88681008014828,28.2849445659667,19.1676232824102,1059.92599769892,0,1
"42",1.45364214666188,26.0437372187153,25.4896005615592,26.4859378477558,8.98544083116576,10.8464284543879,548.986664172439,0,1
"43",7.64642014866695,22.0351591380313,16.3945021131076,16.6847086907364,12.8811297286302,6.12062551779673,511.760644140536,0,1
"44",6.86446900712326,5.88736990699545,20.2267049322836,22.5033870153129,5.88161807041615,11.7348999157548,426.459421959976,0,1
"45",2.25906504085287,8.47023089881986,5.39685759460554,26.4107653778046,14.0570117463358,6.94819199619815,216.228174749512,0,1
"46",24.2633081716485,16.1025583092123,19.5991078997031,13.3064486179501,23.816110342741,19.1449413774535,1081.58254077035,0,1
"47",17.7460510027595,10.8247555349953,0.40603794157505,16.5200688899495,25.1368311583064,28.1671332428232,576.702962105251,0,1
"48",21.5596450748853,1.02799006272107,29.014200931415,11.9669211166911,16.1357271415181,23.6152252927423,959.766830755526,0,1
"49",5.23857302963734,10.6307608773932,25.9175116452388,25.950473472476,17.2436675545759,1.83455403428525,366.8038324086,0,1
"50",14.8563022306189,9.49710607063025,0.420958672184497,11.7279619979672,4.37356075504795,18.9113145042211,223.73120023101,0,1
"51",17.9775128443725,20.7606155611575,13.9896665210836,13.3137461962178,22.9737132042646,20.9072031104006,1008.78127049831,0,1
"52",19.9287020042539,10.1077740266919,25.5394484242424,5.30842737061903,14.0039046155289,13.682488866616,596.781589249617,0,1
"53",5.07256405195221,18.982491272036,7.20624320441857,17.0185349788517,20.0532134785317,24.1613091831096,641.099828693756,0,1
"54",7.15927734738216,22.4767558439635,10.1562547590584,2.77812760323286,0.396267967298627,27.3883032915182,306.958790014733,0,1
"55",7.51269993139431,2.98405443783849,6.27519247820601,21.7798802372999,28.4370823740028,19.8240004107356,372.882924887262,0,1
"56",19.302730592899,2.99746089382097,14.8693360132165,25.6925513874739,23.3387079904787,10.8718706038781,727.550759291665,0,1
"57",7.04893756890669,29.440876536537,21.5026633813977,17.9208203963935,6.49569628760219,28.3408078970388,926.964588746788,0,1
"58",11.3637764495797,17.0067223068327,16.2620251555927,8.72561705997214,8.83357195649296,4.95803813450038,330.013807761296,0,1
"59",20.1633292296901,9.17583925416693,17.1136402222328,25.5491991899908,24.3347228388302,9.32850458426401,898.09309115307,0,1
"60",19.8274074168876,15.2810662309639,27.7153367106803,16.237818330992,21.7941536544822,29.8019766435027,1480.96356237044,0,1
"61",16.5386988292448,24.4868330145255,25.319790195208,10.8917253487743,26.5028947521932,1.47666280623525,866.495715915673,0,1
"62",4.25028445897624,26.0167225892656,4.12724084453657,23.1573177594692,23.3164361980744,0.123172884341329,705.55080427945,0,1
"63",2.39618011051789,13.3333437424153,27.7266757492907,10.5319305835292,12.6117669884115,12.1921448595822,531.441074255362,0,1
"64",27.5767321838066,25.4905439238064,15.2024626359344,28.5846458352171,24.7205054294318,27.0216685719788,1829.20615906048,0,1
"65",24.9393573543057,14.7263662959449,11.6598993516527,7.16839791974053,13.0800664541312,28.0198600888252,698.1058356402,0,1
"66",4.61947906762362,26.9551284075715,22.4028159957379,0.0521799316629767,5.68720131414011,15.6469493662007,504.076013350046,0,1
"67",10.1130333007313,11.4955946104601,16.2283795676194,4.32229043450207,29.8497767862864,16.953789931722,661.984938369092,0,1
"68",6.05090665630996,12.6019143057056,16.5909491619095,18.7861440097913,0.945566485170275,17.0985609828494,409.270507659972,0,1
"69",17.5528187560849,14.3454839405604,14.5541487308219,4.42018325440586,22.4676385056227,16.5547046181746,640.835456105732,0,1
"70",20.6156255677342,13.5570221138187,2.02871798537672,0.866297269240022,3.80219895159826,3.2319408422336,75.9624519152716,0,1
"71",6.06664187042043,11.0180693864822,7.77347932336852,25.8517114631832,12.0033845677972,20.5089343828149,448.512976594328,0,1
"72",6.70676240231842,8.93351010046899,22.6269900170155,19.6544077992439,7.27948141051456,17.4101857328787,590.788862747044,0,1
"73",0.120913716964424,7.12124510435387,25.3971352684312,17.8580208448693,27.4458800791763,16.9157766737044,627.220387179142,0,1
"74",24.1957318573259,13.6844957317226,6.79564249003306,2.51167894341052,15.7369454554282,2.09344159578905,290.350353800357,0,1
"75",24.1653398657218,26.944137616083,16.0878712520935,24.1587925096974,17.3495363770053,27.4021816276945,1492.11649751239,0,1
"76",5.12841411866248,10.0665638968349,24.3590796366334,26.7610755725764,14.6838641585782,1.43168806331232,319.932538150807,0,1
"77",12.4516174779274,0.0770723400637507,4.98976710950956,0.205885728355497,2.1485327091068,22.4680020497181,114.839300421318,0,1
"78",21.8536522937939,7.4605784076266,19.8651797161438,1.61266921553761,17.2096548322588,2.23239267244935,207.98357318073,0,1
"79",16.2963347230107,18.3960515563376,23.2248154166155,18.0724699865095,24.1730802389793,14.3309067003429,1072.03691339167,0,1
"80",13.3471768721938,17.0698573510163,5.52523128222674,28.5220469394699,7.80358268413693,21.8395543796942,634.563437551775,0,1
"81",6.68440783862025,17.2754991520196,6.15786025067791,11.962918122299,19.2427967162803,18.5528052924201,526.639524272814,0,1
"82",22.1806372096762,5.20140522625297,0.564799450803548,23.0530268023722,18.7944364082068,9.38050484284759,614.386407829986,0,1
"83",10.3502032463439,6.66108982404694,27.1777980797924,19.2804818158038,18.238786321599,3.57074728701264,418.092148211172,0,1
"84",24.6815423760563,6.59364240942523,7.67041572136804,1.02019276237115,0.955423540435731,1.8402808229439,45.5953710274308,0,1
"85",15.4961037542671,25.4362436081283,8.20481113856658,4.16236548917368,21.7288805404678,5.78770358813927,664.68856110936,0,1
"86",11.1830568546429,24.7562884306535,19.6576130320318,10.9547597682104,4.75598951568827,5.2886446332559,344.21047920487,0,1
"87",11.4985168981366,19.9732150579803,19.3060078681447,22.4500804860145,25.7857194892131,22.708361861296,1211.57416338263,0,1
"88",26.5560234873556,8.65415612468496,28.8529419573024,21.3163544610143,14.6063553029671,29.6069601341151,1546.73119121778,0,1
"89",0.599396063480526,11.0255137598142,10.5463029420935,1.81130868382752,22.0035206736065,16.9322116859257,422.258045165467,0,1
"90",13.8581203529611,4.36802965588868,22.6106872502714,16.5430700127035,25.8465586183593,3.64369230112061,424.540776848026,0,1
"91",29.4092903053388,29.6896745287813,10.5033633252606,9.59258169634268,11.8367215641774,23.0577826243825,875.723698992426,0,1
"92",23.8815870601684,8.54386716149747,7.32779228361323,20.2206091862172,10.0373041047715,21.0920300683938,723.215646801921,0,1
"93",18.6565974913538,0.378545089624822,2.51633216394112,27.1671620593406,24.02486495208,20.5618904926814,567.681848578174,0,1
"94",29.0904191485606,8.72745539294556,6.79939532652497,6.92244992824271,12.6278087915853,22.9945684899576,467.934769412786,0,1
"95",29.4812494050711,17.7452007634565,7.14178689289838,23.9616218861192,6.98782882187515,1.8741909856908,843.80404893593,1,0
"96",6.04447555728257,11.560895552393,18.7527996534482,11.8946037394926,23.8896158407442,6.85448065632954,476.622697565147,0,1
"97",18.0023345025256,27.7401677286252,6.2178337178193,16.8418114003725,28.1534215807915,15.586983114481,1181.08982841211,0,1
"98",16.7668947950006,18.3240082324483,2.10160795133561,20.7156960270368,12.3232463537715,19.5632844977081,614.263517782158,0,1
"99",6.55538922641426,10.7764575490728,16.3196944445372,11.8609673366882,8.55085331713781,6.03815449168906,268.442001587536,0,1
"100",18.2042429060675,11.0865857731551,28.6885164538398,24.6710129315034,19.8309743287973,29.959909922909,1528.4802787842,0,1
"101",6.53491399716586,0.581568712368608,27.6859586499631,26.7498116847128,7.24108324851841,28.5134218772873,968.440325324506,0,1
"102",4.91738829296082,4.01694789994508,29.1678043222055,29.4828345766291,9.89605785347521,5.65993019845337,349.818230908498,0,1
"103",8.92225592862815,13.1265256600454,17.0622639544308,1.46256825886667,29.8585134116001,16.9064835389145,693.450835469075,0,1
"104",18.7213787552901,15.7833623047918,20.0916417036206,9.06094915000722,9.87666235305369,15.8950139209628,644.877325774098,0,1
"105",7.76235703378916,2.439024313353,21.2331051263027,9.97047130018473,23.9724606787786,4.27713152719662,226.680555829611,0,1
"106",1.89826922491193,17.9084327747114,15.8187463483773,23.0007917317562,10.7605226780288,1.4696503453888,259.613818127748,0,1
"107",24.7835457790643,11.6308589279652,8.27938303118572,2.60966607369483,7.5086236721836,8.46843115054071,222.121906448385,0,1
"108",3.31548479385674,17.6744518708438,1.61610664101318,15.4923829855397,10.9924992593005,12.2293676272966,265.41512154582,0,1
"109",13.2010683347471,19.0942877554335,10.9462405904196,4.88593383925036,10.2155877859332,8.45007594907656,352.055483612407,0,1
"110",1.60091842291877,1.25481526600197,19.2726220283657,17.6837757322937,8.87790361884981,12.8144034999423,286.417566520974,0,1
"111",1.04937815805897,15.3237206116319,13.4859129879624,2.6637451001443,19.8856304283254,9.26582369953394,432.475212970266,0,1
"112",18.3505542646162,26.1752030043863,9.93900590809062,6.78269666153938,3.49443481536582,1.38912902679294,229.7403454302,0,1
"113",3.9933279203251,4.84488393645734,12.0110180368647,2.71006027702242,11.3328856299631,19.9631254957058,305.506135313429,0,1
"114",9.76783574558794,7.39353544777259,14.226314323023,17.2039756388403,19.1221062652767,2.22200728487223,341.036552782326,0,1
"115",12.0365618029609,23.6999943782575,8.09850075049326,12.2647392028011,11.3537276512943,12.3243722808547,516.517511085517,0,1
"116",29.6999976737425,5.79835718264803,27.6170565001667,12.3487278213724,22.6372237899341,9.19792078435421,752.035394711583,0,1
"117",19.8005707841367,9.34243743075058,20.9216367197223,6.8819116987288,17.0263882284053,13.5395348304883,578.602975493905,0,1
"118",15.9471486322582,12.433191742748,7.56587670184672,21.1059189937077,18.9869696460664,0.836214297451079,578.974555707175,1,0
